id,text,sentiment
3507, @USER  i'm so jealous! no snow in australia  i really should have been born further north of the equator!,0
3508, @USER  what were you referring to? lol...this is the bad part about twitter. ,1
3509," @USER  oh, twitter followers! wooooo!  ",1
3510," @USER   @USER  i i was going to go and see your film, but then michael portillo said they he didn't like it, so now i'm not. sorry armando ",0
3511,launching new site very soon now... content writers still tapping away but 99.9% of coding done and just a few products to add ,1
3512," @USER  congrats on 100,000 followers. wow almost 4 times of what i have ",1
3513, @USER   @USER  i guess we will make him have guest appearance in ours then ,1
3514,bedtime. wake up call at 7am ,0
3515,i love my grandma ,1
3516, @USER  oh but there's one bestie missing ,0
3517, @USER  the one that has my heart ,1
3518, WEBSITE2018 - good morning sunshine! ,1
3519,but i do not mind.  goodnight,1
3520, @USER  roflmao... niqqa please. you ackin' a fool now. ,1
3521," @USER  hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike",0
3522, @USER  i have no idea what character you are. ,1
3523," @USER  however, i'm not turning status updates on 4 u becuz i have insomnia &amp; u'll just wake me up. only d is allowed 2 do that ",1
3524,rt  @USER  khloe just got fired from the apprentice ,0
3525,monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken,0
3526,hey guys at home watching telly ,1
3527, @USER  hahahahahah i can easily make ice milo but its just not the same ,0
3528,"taking a bit of a holiday from everything today... ie being really, really lazy ",1
3529,my nokia 1110 died..  ,0
3530,"good morning nebraska! the wind has died down, the sun is shining. still colder than cold though. wear a coat ",1
3531,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ",0
3532,visit  @USER  's post for this week's prayer &amp; praise at:   WEBSITE2018 . . . . . .  ,1
3533,"just got home, off to bed -- have to be back at 8am. i hate cl-openings ",0
3534,hopefully this afternoon i'll be able to go driving after work. ,1
3535,is on butcher's hill for the evening. going back to the west side in the early morn! hope some followers find me in the meantime! ,1
3536,why is it raining tomorrow night after it was sooo nice today?!  guess i should be thankful that i was able to enjoy it at least.,0
3537,had a good tech meeting at clubzone - dinner was sushi ,1
3538, @USER  im glad everythings going good for you guys ,1
3539,"dierks bentley is comin' to columbus, oh!! i wanna go so bad ",0
3540, @USER  chocolate chip waffles ,1
3541, @USER  enjoy the sun  i think i will go out soon too! well i have to; my dog needs to go lol,1
3542, @USER  now that is funny..  should make many people think..,1
3543,"im lonely  keep me company! 22 female, california",0
3544,"going to bed soon.  finally! i was talkin with one of my best friends, myla.  i haven't had good girl-talk in a long time!  fun-fun.",1
3545, @USER   WEBSITE2018 ? is not crazy! we're like 3 persons there! lol,1
3546,i am officially banning godaddy.com from my comp. my head hurts from the small print and i wasted $10 that could've happily gone to boba ,0
3547, @USER  yeah! i know! it was horrible!!!! ugh. saddening. ,0
3548, @USER  i'm sorry your gift card ran out.... that suck. ,0
3549, @USER  connections academy has been great for our family...and thousands more across the country!  happy to tell you more ,1
3550, @USER  doesnt work on my cell  go to sleep! =p,0
3551," @USER  im very good thanks, just getting ready for work ",1
3552,my vacation's almost done   back to work soon..,0
3553, @USER  ~ you can be a rockstar if you get out of bed.  ,1
3554," @USER  that sounds fair horrible.  i was going to repeat myself, but i guess the text i just sent you would do it better. whee.",0
3555,"very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! ",1
3556,first day of three month secondment to a client today. bonus points: their offices are about 10 minutes walk from my house ,1
3557," @USER  yeah, as long as there's still tickets! it's free ",1
3558, @USER  how did i forget about two and a half men?!?!? i love that show!!! ,1
3559,"has to return the shirt she bought from topshop bc she has $50 in her bank a  @USER  ount that has to last her the rest of the month, life sucks ",0
3560, @USER   i think ive run out of jack bauer jokes or paul o'connell ones too ,1
3561, @USER  you tell a lot of what my mum calls 'porky pies'. you are grown up anyway  i think you should reply to me...... x,1
3562,ugh!! why is it blizzarding in colorado????!!! won't be seeing my parents this weekend  their plane got cancelled!,0
3563," @USER  if izzy's on the cat tree, she'll stare him down, but if she's on the floor, he chases and she runs. ",0
3564, @USER  you're welcome. glad you enjoyed it. ,1
3565,nothing new about today...oh yea...except my cute new car!  (p.s. sticking my tongue out at unc),1
3566,tired eyes from playing guitar hero and making dinner... made white choc brownies but don't feel like eating them ,0
3567,is hoping that everyone can hang in there for one more day of cold.  i see the light at the end of the tunnel. ,1
3568,im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?,1
3569," @USER  happy anniversary! as promised, here is your present from all of us at dsff.   WEBSITE2018 ",1
3570," @USER   greetings jason.  so far, twitter's great today. thanks for taking a moment for us.    enjoy your swim.  hugs, angel",1
3571," @USER  glad you enjoyed your first day, frend ",1
3572,"got most the way to asda and road closed due to am a  @USER  ident, driving to other now. so hungry ",0
3573,im sooo sad right now  i need a hug,0
3574,has lost his ring. it's no-where to be seen ,0
3575, @USER  you should come out here and visit! we have plenty of sunshine!!  i hope all is going well!,1
3576,graphics card don't work - some kind of conflict or something ,0
3577,doing some business studies revision ,0
3578, @USER  haha! i'm not saying u should try it.. but maybe u should ,1
3579,i'm really cold. i don't want to go to sleep yet but there's nothing to do ,0
3580,why are my fiber one bars in my trunk? ,0
3581,"my band director just said &quot;as king julian would say, don't play like pansies!&quot; lol ",1
3582," @USER  dude.  wow   now i kind of sort of wished i'd gone, but still ehh.  $35 for 1 band.",1
3583, @USER  you too ,1
3584,my mind and body are severely protesting this &quot;getting up&quot;  thing. had nightmares to boot ,0
3585," @USER  lol, that's sweet! i bought tickets last year &amp;&amp; my partnerincrime flaked so i didn't end up going  but this, for sure!",0
3586,alirght folks! time for bed. catchya tomorrow ,1
3587," @USER  i do too, but i seemed to have missed this one.   it's a  double feature tonight, on the waterfront and casablanca. ",1
3588, @USER  ask  @USER  if it is in the works ,1
3589,michigan who?  i don't know them.                   *sigh*   shameful!,0
3590,good morning all ,1
3591, @USER  good to hear that we have support in netbeans. but then its netbeans you know ,0
3592,rip little mouse. i'm sure your family will miss you buddy ,0
3593,this week is not going as i had hoped ,0
3594,i have this strange desire to go to confession!!!!! ,1
3595," @USER   hang on, dear. bad days happen.",0
3596,hey everyone... have a good weekend... it's a dull grey day here. ,0
3597,i broke the vibrate on my fone. ,0
3598," @USER  i didn't see your email... hmm. i just followed you on twitter, so you can dm me your information instead if you want. ",1
3599,i loved today ,1
3600," @USER  so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday ",0
3601, @USER  hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly,0
3602, @USER  thanks! great minds think alike ,1
3603, @USER  awe i love you too!!!! 1 am here  i miss you,0
3604,in bed... i suddenly feel  i wish ma was here w/me... goodnight twitterfam,0
3605, @USER  that dalek is great ,1
3606,#cloudforce lots of talk about the content library in the sales cloud track. worth looking at ,1
3607, @USER  yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!,0
3608,can't sleep again. face is kinda swollen. don't let me be allergic to the thing that'll get me to thursday. school tomorrow? doubtful. ,0
3609,we were approved for a cute townhome so much closer to work! i'm so excited! ,1
3610,home just in time for chelsea lately ,1
3611," @USER  it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it ",1
3612,i wanna go back to sleep ,0
3613,greetings from earth!  it's going to be a good day. i can feel it.,1
3614, @USER  hey girl. the site is back.  girlyvue is back and they have even more videos. ,0
3615,its another rainboot day ,0
3616,"coding on my hp mini 1000, i had said i won't this but this keyboard doesn't hurts  ",1
3617,in bed getting ready for my last night at camp hope ,0
3618,anyone tell me why i can't sleep for some reason?  maybe i should try again.,0
3619,"i'm home from school, yay!  wasn't that bad actually, and i had a nice dinner with graceeeeee.",1
3620,i think i need to get laid. sad revolution i had earlier rofl ,0
3621, @USER  oh i didnt think of that...i only have to shave my beard once every other day so its not bad ,1
3622,got a great first verse and chorus goin' i love this song ,1
3623," @USER  haha(: well, now i learned something too! demiiii, it's my birthday...and a reply from you would make it the best ever! replyy? ",1
3624,i don't understand why things get taken away. i didn't have enough time with him its unfair. i want him back!! he was like my baby ,0
3625,the cars in fast and furious get me excited ,1
3626,didn't sleep too bad considering i have a workshop starting today. beginnings of a sore throat though ,0
3627, @USER  thank you ,1
3628,"about to shower, which i hope will wake me up at last. oh, and the synth experiments yielded nothing last night ",0
